Group;Code;Valid From
NLZ1;595;24/07/2017
ATZ1;596;15/11/2010
BM1;596;15/11/2010
BM2;596;15/11/2010
BM3;596;15/11/2010
EEA;596;15/11/2010
ESM1;596;07/02/2018
ESV1;596;05/02/2018
HEUR;596;15/11/2010
LUZ1;596;15/11/2010
NLZ1;596;24/07/2017
TIAC;597;25/08/2016
ATZ3;598;15/11/2010
ESV2;598;05/02/2018
HNZC;598;15/11/2010
LUZ2;598;15/11/2010
ATZ3;599;15/11/2010
ESV3;599;05/02/2018
HNZC;599;15/11/2010
TRMT;599;15/11/2010
WRMT;599;15/11/2010
HNZC;670;29/03/2016
ATZ3;673;15/11/2010
ESM1;673;07/02/2018
HZNB;673;15/11/2010
LUZ2;673;15/11/2010
NLZ1;673;24/07/2017
TIAC;675;25/08/2016
ATZ3;679;01/07/2013
HNZC;679;01/07/2013
HZNB;680;01/04/2014
HZNB;682;01/04/2014
ATZ3;687;15/11/2010
ESV3;687;05/02/2018
HNZC;687;15/11/2010
HZNB;688;29/03/2016
LUZ2;689;15/11/2010
ATZ3;691;15/11/2010
HNZC;691;15/11/2010
ESV2;771;05/02/2018
TIAC;771;25/08/2016
ESV2;772;05/02/2018
TIAC;772;25/08/2016
ESV2;776;05/02/2018
TIAC;776;25/08/2016
HNZC;850;15/11/2010
ATZ1;852;14/04/2018
ESM1;852;07/02/2018
ESV1;852;05/02/2018
FI1;852;15/11/2010
HEUR;852;15/11/2010
LUZ2;852;15/11/2010
NLZ1;852;24/07/2017
TRMT;852;15/11/2010
VRMT;852;15/11/2010
WRMT;852;15/11/2010
ATZ3;853;15/11/2010
ESM2;853;07/02/2018
ESV2;853;05/02/2018
HZNB;853;15/11/2010
ATZ3;855;15/11/2010
ESM2;855;07/02/2018
ESV2;855;05/02/2018
HZNB;855;15/11/2010
LUZ2;855;15/11/2010
NLZ1;855;24/07/2017
ATZ3;856;15/11/2010
ESM2;856;07/02/2018
ESV2;856;05/02/2018
HNZC;856;15/11/2010
LUZ2;856;15/11/2010
NLZ1;856;24/07/2017
ATZ3;880;15/11/2010
ESM1;880;07/02/2018
ESV1;880;05/02/2018
HZNB;880;15/11/2010
LUZ2;880;15/11/2010
NLZ1;880;24/07/2017
TRMT;880;15/11/2010
VRMT;880;15/11/2010
WRMT;880;15/11/2010
ATZ3;886;15/11/2010
ESM2;886;07/02/2018
ESV2;886;05/02/2018
HNZC;886;15/11/2010
LUZ2;886;15/11/2010
TRMT;886;15/11/2010
WRMT;886;15/11/2010
ESV1;888;05/02/2018
TIAC;960;26/08/2016
WIAC;960;04/01/2017
ATZ3;961;15/11/2010
ESV3;961;05/02/2018
HNZC;961;15/11/2010
ATZ3;962;15/11/2010
ESV3;962;05/02/2018
HNZC;962;15/11/2010
ATZ3;963;15/11/2010
HNZC;963;15/11/2010
ATZ3;964;15/11/2010
ESV3;964;05/02/2018
TIAC;964;25/08/2016
ATZ3;965;15/11/2010
ESM2;965;07/02/2018
ESV2;965;05/02/2018
HNZC;965;15/11/2010
LUZ2;965;15/11/2010
NLZ1;965;24/07/2017
ATZ3;966;15/11/2010
ESV2;966;05/02/2018
HNZC;966;15/11/2010
ATZ3;967;15/11/2010
ESV3;967;05/02/2018
HNZC;967;15/11/2010
TIAC;968;25/08/2016
WIAC;968;04/01/2017
ATZ3;971;15/11/2010
ESV3;971;05/02/2018
HNZC;971;15/11/2010
ATZ3;972;15/11/2010
BEZ1;972;15/11/2010
BM1;972;24/08/2017
ESM1;972;07/02/2018
ESV1;972;05/02/2018
HZNB;972;15/11/2010
NLZ1;972;24/07/2017
TRMT;972;15/11/2010
VRMT;972;15/11/2010
WRMT;972;15/11/2010
ATZ3;973;15/11/2010
ESV3;973;05/02/2018
HNZC;973;15/11/2010
ATZ3;974;15/11/2010
ESV3;974;05/02/2018
ATZ3;975;15/11/2010
ESM2;975;07/02/2018
ESV2;975;05/02/2018
HZNB;975;15/11/2010
LUZ2;975;15/11/2010
NLZ1;975;24/07/2017
ATZ3;976;15/11/2010
BM3;976;15/11/2010
ESM1;976;07/02/2018
ESV1;976;05/02/2018
HZNB;976;15/11/2010
LUZ2;976;15/11/2010
NLZ1;976;24/07/2017
WRMT;976;15/11/2010
ATZ3;977;15/11/2010
ESV3;977;05/02/2018
HNZC;977;15/11/2010
ATZ3;992;15/11/2010
ESV3;992;05/02/2018
HNZC;992;15/11/2010
ATZ3;993;15/11/2010
ESV3;993;05/02/2018
HNZC;993;15/11/2010
TIAC;994;25/08/2016
WIAC;994;04/01/2017
TIAC;995;25/08/2016
ATZ3;996;15/11/2010
ESV3;996;05/02/2018
ATZ3;998;15/11/2010
ESM2;998;07/02/2018
ESV2;998;05/02/2018
HZNB;998;15/11/2010
NLZ1;998;24/07/2017
WRMT;998;15/11/2010
ATZ2;1201;01/09/2015
BEZ1;1201;01/09/2015
BM1;1201;01/09/2015
BM2;1201;01/09/2015
BM3;1201;01/09/2015
ESM1;1201;07/02/2018
ESV1;1201;05/02/2018
FI1;1201;01/09/2015
HEUR;1201;01/09/2015
LUZ1;1201;01/09/2015
NLZ1;1201;24/07/2017
TRMT;1201;01/09/2015
USA1;1201;08/07/2016
VRMT;1201;01/09/2015
WRMT;1201;01/09/2015
ATZ2;1202;01/09/2015
BEZ1;1202;01/09/2015
BM1;1202;01/09/2015
BM2;1202;01/09/2015
BM3;1202;01/09/2015
ESM1;1202;07/02/2018
ESV1;1202;05/02/2018
FI1;1202;01/09/2015
HEUR;1202;01/09/2015
LUZ1;1202;01/09/2015
NLZ1;1202;24/07/2017
TRMT;1202;01/09/2015
USA1;1202;08/07/2016
VRMT;1202;01/09/2015
WRMT;1202;01/09/2015
ATZ2;1203;01/09/2015
BEZ1;1203;01/09/2015
BM1;1203;01/09/2015
BM2;1203;01/09/2015
BM3;1203;01/09/2015
ESM1;1203;07/02/2018
ESV1;1203;05/02/2018
FI1;1203;01/09/2015
HEUR;1203;01/09/2015
LUZ1;1203;01/09/2015
NLZ1;1203;24/07/2017
TRMT;1203;01/09/2015
USA1;1203;08/07/2016
VRMT;1203;01/09/2015
WRMT;1203;01/09/2015
ATZ2;1204;15/11/2010
BEZ1;1204;15/11/2010
BM1;1204;15/11/2010
BM2;1204;15/11/2010
BM3;1204;15/11/2010
ESM1;1204;07/02/2018
FI1;1204;15/11/2010
HEUR;1204;15/11/2010
LUZ1;1204;15/11/2010
NLZ1;1204;24/07/2017
TRMT;1204;15/11/2010
USA1;1204;08/07/2016
VRMT;1204;15/11/2010
WRMT;1204;15/11/2010
ATZ2;1205;01/09/2015
BEZ1;1205;01/09/2015
BM1;1205;01/09/2015
BM2;1205;01/09/2015
BM3;1205;01/09/2015
ESM1;1205;07/02/2018
ESV1;1205;05/02/2018
FI1;1205;01/09/2015
HEUR;1205;01/09/2015
LUZ1;1205;01/09/2015
NLZ1;1205;24/07/2017
TRMT;1205;01/09/2015
USA1;1205;08/07/2016
VRMT;1205;01/09/2015
WRMT;1205;01/09/2015
ATZ2;1206;01/09/2015
BEZ1;1206;01/09/2015
BM1;1206;01/09/2015
BM2;1206;01/09/2015
BM3;1206;01/09/2015
ESM1;1206;07/02/2018
ESV1;1206;05/02/2018
FI1;1206;01/09/2015
HEUR;1206;01/09/2015
LUZ1;1206;01/09/2015
NLZ1;1206;24/07/2017
TRMT;1206;01/09/2015
USA1;1206;08/07/2016
VRMT;1206;01/09/2015
WRMT;1206;01/09/2015
ATZ2;1207;01/09/2015
BEZ1;1207;01/09/2015
BM1;1207;01/09/2015
BM2;1207;01/09/2015
BM3;1207;01/09/2015
ESM1;1207;07/02/2018
ESV1;1207;05/02/2018
FI1;1207;01/09/2015
HEUR;1207;01/09/2015
LUZ1;1207;01/09/2015
NLZ1;1207;24/07/2017
TRMT;1207;01/09/2015
USA1;1207;08/07/2016
VRMT;1207;01/09/2015
WRMT;1207;01/09/2015
ATZ2;1208;01/09/2015
BEZ1;1208;01/09/2015
BM1;1208;01/09/2015
BM2;1208;01/09/2015
BM3;1208;01/09/2015
ESM1;1208;07/02/2018
ESV1;1208;05/02/2018
FI1;1208;01/09/2015
HEUR;1208;01/09/2015
LUZ1;1208;01/09/2015
NLZ1;1208;24/07/2017
TRMT;1208;01/09/2015
USA1;1208;08/07/2016
VRMT;1208;01/09/2015
WRMT;1208;01/09/2015
ATZ2;1209;01/09/2015
BEZ1;1209;01/09/2015
BM1;1209;01/09/2015
BM2;1209;01/09/2015
BM3;1209;01/09/2015
ESM1;1209;07/02/2018
ESV1;1209;05/02/2018
FI1;1209;01/09/2015
HEUR;1209;01/09/2015
LUZ1;1209;01/09/2015
NLZ1;1209;24/07/2017
TRMT;1209;01/09/2015
USA1;1209;08/07/2016
VRMT;1209;01/09/2015
WRMT;1209;01/09/2015
ATZ2;1210;01/09/2015
BEZ1;1210;01/09/2015
BM1;1210;01/09/2015
BM2;1210;01/09/2015
BM3;1210;01/09/2015
ESM1;1210;07/02/2018
ESV1;1210;05/02/2018
FI1;1210;01/09/2015
HEUR;1210;01/09/2015
LUZ1;1210;01/09/2015
NLZ1;1210;24/07/2017
TRMT;1210;01/09/2015
USA1;1210;08/07/2016
VRMT;1210;01/09/2015
WRMT;1210;01/09/2015
ATZ2;1212;01/09/2015
BEZ1;1212;01/09/2015
BM1;1212;01/09/2015
BM2;1212;01/09/2015
BM3;1212;01/09/2015
ESM1;1212;07/02/2018
ESV1;1212;05/02/2018
FI1;1212;01/09/2015
HEUR;1212;01/09/2015
LUZ1;1212;01/09/2015
NLZ1;1212;24/07/2017
TRMT;1212;01/09/2015
USA1;1212;08/07/2016
VRMT;1212;01/09/2015
WRMT;1212;01/09/2015
ATZ2;1213;01/09/2015
BEZ1;1213;01/09/2015
BM1;1213;01/09/2015
BM2;1213;01/09/2015
BM3;1213;01/09/2015
ESM1;1213;07/02/2018
ESV1;1213;05/02/2018
FI1;1213;01/09/2015
HEUR;1213;01/09/2015
LUZ1;1213;01/09/2015
NLZ1;1213;24/07/2017
TRMT;1213;01/09/2015
USA1;1213;08/07/2016
VRMT;1213;01/09/2015
WRMT;1213;01/09/2015
ATZ2;1214;01/09/2015
BEZ1;1214;01/09/2015
BM1;1214;01/09/2015
BM2;1214;01/09/2015
BM3;1214;01/09/2015
ESM1;1214;07/02/2018
ESV1;1214;05/02/2018
FI1;1214;01/09/2015
HEUR;1214;01/09/2015
LUZ1;1214;01/09/2015
NLZ1;1214;24/07/2017
TRMT;1214;01/09/2015
USA1;1214;08/07/2016
VRMT;1214;01/09/2015
WRMT;1214;01/09/2015
ATZ2;1215;01/09/2015
BEZ1;1215;01/09/2015
BM1;1215;01/09/2015
BM2;1215;01/09/2015
BM3;1215;01/09/2015
ESM1;1215;07/02/2018
ESV1;1215;05/02/2018
FI1;1215;01/09/2015
HEUR;1215;01/09/2015
LUZ1;1215;01/09/2015
NLZ1;1215;24/07/2017
TRMT;1215;01/09/2015
USA1;1215;08/07/2016
VRMT;1215;01/09/2015
WRMT;1215;01/09/2015
ATZ2;1216;01/09/2015
BEZ1;1216;01/09/2015
BM1;1216;01/09/2015
BM2;1216;01/09/2015
BM3;1216;01/09/2015
ESM1;1216;07/02/2018
ESV1;1216;05/02/2018
FI1;1216;01/09/2015
HEUR;1216;01/09/2015
LUZ1;1216;01/09/2015
NLZ1;1216;24/07/2017
TRMT;1216;01/09/2015
USA1;1216;08/07/2016
VRMT;1216;01/09/2015
WRMT;1216;01/09/2015
ATZ2;1217;01/09/2015
BEZ1;1217;01/09/2015
BM1;1217;01/09/2015
BM2;1217;01/09/2015
BM3;1217;01/09/2015
ESM1;1217;07/02/2018
ESV1;1217;05/02/2018
FI1;1217;01/09/2015
HEUR;1217;01/09/2015
LUZ1;1217;01/09/2015
NLZ1;1217;24/07/2017
TRMT;1217;01/09/2015
USA1;1217;08/07/2016
VRMT;1217;01/09/2015
WRMT;1217;01/09/2015
ATZ2;1218;01/09/2015
BEZ1;1218;01/09/2015
BM1;1218;01/09/2015
BM2;1218;01/09/2015
BM3;1218;01/09/2015
ESM1;1218;07/02/2018
ESV1;1218;05/02/2018
FI1;1218;01/09/2015
HEUR;1218;01/09/2015
LUZ1;1218;01/09/2015
NLZ1;1218;24/07/2017
TRMT;1218;01/09/2015
USA1;1218;08/07/2016
VRMT;1218;01/09/2015
WRMT;1218;01/09/2015
ATZ2;1219;01/09/2015
BEZ1;1219;01/09/2015
BM1;1219;01/09/2015
BM2;1219;01/09/2015
BM3;1219;01/09/2015
ESM1;1219;07/02/2018
ESV1;1219;05/02/2018
FI1;1219;01/09/2015
HEUR;1219;01/09/2015
LUZ1;1219;01/09/2015
NLZ1;1219;24/07/2017
TRMT;1219;01/09/2015
USA1;1219;08/07/2016
VRMT;1219;01/09/2015
WRMT;1219;01/09/2015
ATZ2;1220;01/09/2015
BEZ1;1220;01/09/2015
BM1;1220;01/09/2015
BM2;1220;01/09/2015
BM3;1220;01/09/2015
ESM1;1220;07/02/2018
ESV1;1220;05/02/2018
FI1;1220;01/09/2015
HEUR;1220;01/09/2015
LUZ1;1220;01/09/2015
NLZ1;1220;24/07/2017
TRMT;1220;01/09/2015
USA1;1220;08/07/2016
VRMT;1220;01/09/2015
WRMT;1220;01/09/2015
ATZ2;1224;01/09/2015
BEZ1;1224;01/09/2015
BM1;1224;01/09/2015
BM2;1224;01/09/2015
BM3;1224;01/09/2015
ESM1;1224;07/02/2018
ESV1;1224;05/02/2018
FI1;1224;01/09/2015
HEUR;1224;01/09/2015
LUZ1;1224;01/09/2015
NLZ1;1224;24/07/2017
TRMT;1224;01/09/2015
USA1;1224;08/07/2016
VRMT;1224;01/09/2015
WRMT;1224;01/09/2015
ATZ2;1225;01/09/2015
BEZ1;1225;01/09/2015
BM1;1225;01/09/2015
BM2;1225;01/09/2015
BM3;1225;01/09/2015
ESM1;1225;07/02/2018
ESV1;1225;05/02/2018
FI1;1225;01/09/2015
HEUR;1225;01/09/2015
LUZ1;1225;01/09/2015
NLZ1;1225;24/07/2017
TRMT;1225;01/09/2015
USA1;1225;08/07/2016
VRMT;1225;01/09/2015
WRMT;1225;01/09/2015
ATZ2;1226;27/04/2011
BEZ1;1226;27/04/2011
BM1;1226;27/04/2011
BM2;1226;27/04/2011
BM3;1226;27/04/2011
ESM1;1226;07/02/2018
FI1;1226;27/04/2011
HEUR;1226;27/04/2011
LUZ1;1226;27/04/2011
NLZ1;1226;24/07/2017
TRMT;1226;27/04/2011
USA1;1226;08/07/2016
VRMT;1226;27/04/2011
WRMT;1226;27/04/2011
ATZ2;1228;01/09/2015
BEZ1;1228;01/09/2015
BM1;1228;01/09/2015
BM2;1228;01/09/2015
BM3;1228;01/09/2015
ESM1;1228;07/02/2018
ESV1;1228;05/02/2018
FI1;1228;01/09/2015
HEUR;1228;01/09/2015
LUZ1;1228;01/09/2015
NLZ1;1228;24/07/2017
TRMT;1228;01/09/2015
USA1;1228;08/07/2016
VRMT;1228;01/09/2015
WRMT;1228;01/09/2015
ATZ2;1229;01/09/2015
BEZ1;1229;01/09/2015
BM1;1229;01/09/2015
BM2;1229;01/09/2015
BM3;1229;01/09/2015
ESM1;1229;07/02/2018
ESV1;1229;05/02/2018
FI1;1229;01/09/2015
HEUR;1229;01/09/2015
LUZ1;1229;01/09/2015
NLZ1;1229;24/07/2017
TRMT;1229;01/09/2015
USA1;1229;08/07/2016
VRMT;1229;01/09/2015
WRMT;1229;01/09/2015
ATZ2;1231;01/09/2015
BEZ1;1231;01/09/2015
BM1;1231;01/09/2015
BM2;1231;01/09/2015
BM3;1231;01/09/2015
ESM1;1231;07/02/2018
ESV1;1231;05/02/2018
FI1;1231;01/09/2015
HEUR;1231;01/09/2015
LUZ1;1231;01/09/2015
NLZ1;1231;24/07/2017
TRMT;1231;01/09/2015
USA1;1231;08/07/2016
VRMT;1231;01/09/2015
WRMT;1231;01/09/2015
ATZ2;1234;01/09/2015
BEZ1;1234;01/09/2015
BM1;1234;01/09/2015
BM2;1234;01/09/2015
BM3;1234;01/09/2015
ESM1;1234;07/02/2018
ESV1;1234;05/02/2018
FI1;1234;01/09/2015
HEUR;1234;01/09/2015
LUZ1;1234;01/09/2015
NLZ1;1234;24/07/2017
TRMT;1234;01/09/2015
USA1;1234;08/07/2016
VRMT;1234;01/09/2015
WRMT;1234;01/09/2015
ATZ2;1236;01/10/2013
BEZ1;1236;01/10/2013
BM1;1236;01/10/2013
BM2;1236;01/10/2013
BM3;1236;01/10/2013
ESM1;1236;07/02/2018
FI1;1236;01/10/2013
HEUR;1236;01/10/2013
LUZ1;1236;01/10/2013
NLZ1;1236;24/07/2017
TRMT;1236;01/10/2013
USA1;1236;08/07/2016
VRMT;1236;01/10/2013
WRMT;1236;01/10/2013
ATZ2;1239;01/09/2015
BEZ1;1239;01/09/2015
BM1;1239;01/09/2015
BM2;1239;01/09/2015
BM3;1239;01/09/2015
ESM1;1239;07/02/2018
ESV1;1239;05/02/2018
FI1;1239;01/09/2015
HEUR;1239;01/09/2015
LUZ1;1239;01/09/2015
NLZ1;1239;24/07/2017
TRMT;1239;01/09/2015
USA1;1239;08/07/2016
VRMT;1239;01/09/2015
WRMT;1239;01/09/2015
ATZ2;1240;01/09/2015
BEZ1;1240;01/09/2015
BM1;1240;01/09/2015
BM2;1240;01/09/2015
BM3;1240;01/09/2015
ESM1;1240;07/02/2018
ESV1;1240;05/02/2018
FI1;1240;01/09/2015
HEUR;1240;01/09/2015
LUZ1;1240;01/09/2015
NLZ1;1240;24/07/2017
TRMT;1240;01/09/2015
USA1;1240;08/07/2016
VRMT;1240;01/09/2015
WRMT;1240;01/09/2015
ATZ3;1242;15/11/2010
BEZ1;1242;15/11/2010
BM1;1242;24/08/2017
BM2;1242;15/11/2010
BM3;1242;15/11/2010
ESV2;1242;05/02/2018
FI1;1242;15/11/2010
USA1;1242;08/07/2016
BEZ1;1246;15/11/2010
BM1;1246;24/08/2017
BM2;1246;15/11/2010
BM3;1246;15/11/2010
FI1;1246;15/11/2010
USA1;1246;08/07/2016
ATZ2;1248;01/09/2015
BEZ1;1248;01/09/2015
BM1;1248;24/08/2017
BM2;1248;01/09/2015
BM3;1248;01/09/2015
ESM1;1248;07/02/2018
ESV1;1248;05/02/2018
FI1;1248;01/09/2015
HEUR;1248;01/09/2015
LUZ1;1248;01/09/2015
NLZ1;1248;24/07/2017
TRMT;1248;01/09/2015
USA1;1248;08/07/2016
VRMT;1248;01/09/2015
WRMT;1248;01/09/2015
ATZ2;1249;27/04/2011
BEZ1;1249;27/04/2011
BM1;1249;24/08/2017
BM2;1249;27/04/2011
BM3;1249;27/04/2011
ESM1;1249;07/02/2018
FI1;1249;27/04/2011
HEUR;1249;27/04/2011
LUZ1;1249;27/04/2011
NLZ1;1249;24/07/2017
TRMT;1249;27/04/2011
USA1;1249;08/07/2016
VRMT;1249;27/04/2011
WRMT;1249;27/04/2011
ATZ2;1250;15/11/2010
BEZ1;1250;15/11/2010
BM1;1250;24/08/2017
BM2;1250;15/11/2010
BM3;1250;15/11/2010
ESM1;1250;07/02/2018
FI1;1250;15/11/2010
HEUR;1250;15/11/2010
LUZ1;1250;15/11/2010
NLZ1;1250;24/07/2017
TRMT;1250;15/11/2010
USA1;1250;08/07/2016
VRMT;1250;15/11/2010
WRMT;1250;15/11/2010
ATZ2;1251;01/09/2015
BEZ1;1251;01/09/2015
BM1;1251;24/08/2017
BM2;1251;01/09/2015
BM3;1251;01/09/2015
ESM1;1251;07/02/2018
ESV1;1251;05/02/2018
FI1;1251;01/09/2015
HEUR;1251;01/09/2015
LUZ1;1251;01/09/2015
NLZ1;1251;24/07/2017
TRMT;1251;01/09/2015
USA1;1251;08/07/2016
VRMT;1251;01/09/2015
WRMT;1251;01/09/2015
ATZ2;1252;01/09/2015
BEZ1;1252;01/09/2015
BM1;1252;24/08/2017
BM2;1252;01/09/2015
BM3;1252;01/09/2015
ESM1;1252;07/02/2018
ESV1;1252;05/02/2018
FI1;1252;01/09/2015
HEUR;1252;01/09/2015
LUZ1;1252;01/09/2015
NLZ1;1252;24/07/2017
TRMT;1252;01/09/2015
USA1;1252;08/07/2016
VRMT;1252;01/09/2015
WRMT;1252;01/09/2015
ATZ2;1253;01/09/2015
BEZ1;1253;01/09/2015
BM1;1253;24/08/2017
BM2;1253;01/09/2015
BM3;1253;01/09/2015
ESM1;1253;07/02/2018
ESV1;1253;05/02/2018
FI1;1253;01/09/2015
HEUR;1253;01/09/2015
LUZ1;1253;01/09/2015
NLZ1;1253;24/07/2017
TRMT;1253;01/09/2015
USA1;1253;08/07/2016
VRMT;1253;01/09/2015
WRMT;1253;01/09/2015
ATZ2;1254;01/09/2015
BEZ1;1254;01/09/2015
BM1;1254;24/08/2017
BM2;1254;01/09/2015
BM3;1254;01/09/2015
ESM1;1254;07/02/2018
ESV1;1254;05/02/2018
FI1;1254;01/09/2015
HEUR;1254;01/09/2015
LUZ1;1254;01/09/2015
NLZ1;1254;24/07/2017
TRMT;1254;01/09/2015
USA1;1254;08/07/2016
VRMT;1254;01/09/2015
WRMT;1254;01/09/2015
ATZ2;1256;01/09/2015
BEZ1;1256;01/09/2015
BM1;1256;24/08/2017
BM2;1256;01/09/2015
BM3;1256;01/09/2015
ESM1;1256;07/02/2018
ESV1;1256;05/02/2018
FI1;1256;01/09/2015
HEUR;1256;01/09/2015
LUZ1;1256;01/09/2015
NLZ1;1256;24/07/2017
TRMT;1256;01/09/2015
USA1;1256;08/07/2016
VRMT;1256;01/09/2015
WRMT;1256;01/09/2015
ATZ2;1260;01/09/2015
BEZ1;1260;01/09/2015
BM1;1260;24/08/2017
BM2;1260;01/09/2015
BM3;1260;01/09/2015
ESM1;1260;07/02/2018
ESV1;1260;05/02/2018
FI1;1260;01/09/2015
HEUR;1260;01/09/2015
LUZ1;1260;01/09/2015
NLZ1;1260;24/07/2017
TRMT;1260;01/09/2015
USA1;1260;08/07/2016
VRMT;1260;01/09/2015
WRMT;1260;01/09/2015
ATZ2;1262;01/09/2015
BEZ1;1262;01/09/2015
BM1;1262;24/08/2017
BM2;1262;01/09/2015
BM3;1262;01/09/2015
ESM1;1262;07/02/2018
ESV1;1262;05/02/2018
FI1;1262;01/09/2015
HEUR;1262;01/09/2015
LUZ1;1262;01/09/2015
NLZ1;1262;24/07/2017
TRMT;1262;01/09/2015
USA1;1262;08/07/2016
VRMT;1262;01/09/2015
WRMT;1262;01/09/2015
BEZ1;1264;15/11/2010
BM1;1264;24/08/2017
BM2;1264;15/11/2010
BM3;1264;15/11/2010
FI1;1264;15/11/2010
USA1;1264;08/07/2016
ATZ2;1267;01/09/2015
BEZ1;1267;01/09/2015
BM1;1267;24/08/2017
BM2;1267;01/09/2015
BM3;1267;01/09/2015
ESM1;1267;07/02/2018
ESV1;1267;05/02/2018
FI1;1267;01/09/2015
HEUR;1267;01/09/2015
LUZ1;1267;01/09/2015
NLZ1;1267;24/07/2017
TRMT;1267;01/09/2015
USA1;1267;08/07/2016
VRMT;1267;01/09/2015
WRMT;1267;01/09/2015
BEZ1;1268;15/11/2010
BM1;1268;24/08/2017
BM2;1268;15/11/2010
BM3;1268;15/11/2010
FI1;1268;15/11/2010
USA1;1268;08/07/2016
ATZ2;1269;01/09/2015
BEZ1;1269;01/09/2015
BM1;1269;01/09/2015
BM2;1269;01/09/2015
BM3;1269;01/09/2015
ESM1;1269;07/02/2018
ESV1;1269;05/02/2018
FI1;1269;01/09/2015
HEUR;1269;01/09/2015
LUZ1;1269;01/09/2015
NLZ1;1269;24/07/2017
TRMT;1269;01/09/2015
USA1;1269;08/07/2016
VRMT;1269;01/09/2015
WRMT;1269;01/09/2015
ATZ2;1270;01/09/2015
BEZ1;1270;01/09/2015
BM1;1270;01/09/2015
BM2;1270;01/09/2015
BM3;1270;01/09/2015
ESM1;1270;07/02/2018
ESV1;1270;05/02/2018
FI1;1270;01/09/2015
HEUR;1270;01/09/2015
LUZ1;1270;01/09/2015
NLZ1;1270;24/07/2017
TRMT;1270;01/09/2015
USA1;1270;08/07/2016
VRMT;1270;01/09/2015
WRMT;1270;01/09/2015
ATZ2;1272;01/09/2015
BEZ1;1272;01/09/2015
BM1;1272;01/09/2015
BM2;1272;01/09/2015
BM3;1272;01/09/2015
ESM1;1272;07/02/2018
ESV1;1272;05/02/2018
FI1;1272;01/09/2015
HEUR;1272;01/09/2015
LUZ1;1272;01/09/2015
NLZ1;1272;24/07/2017
TRMT;1272;01/09/2015
USA1;1272;08/07/2016
VRMT;1272;01/09/2015
WRMT;1272;01/09/2015
ATZ2;1276;01/09/2015
BEZ1;1276;01/09/2015
BM1;1276;01/09/2015
BM2;1276;01/09/2015
BM3;1276;01/09/2015
ESM1;1276;07/02/2018
ESV1;1276;05/02/2018
FI1;1276;01/09/2015
HEUR;1276;01/09/2015
LUZ1;1276;01/09/2015
NLZ1;1276;24/07/2017
TRMT;1276;01/09/2015
USA1;1276;08/07/2016
VRMT;1276;01/09/2015
WRMT;1276;01/09/2015
ATZ2;1281;01/09/2015
BEZ1;1281;01/09/2015
BM1;1281;01/09/2015
BM2;1281;01/09/2015
BM3;1281;01/09/2015
ESM1;1281;07/02/2018
ESV1;1281;05/02/2018
FI1;1281;01/09/2015
HEUR;1281;01/09/2015
LUZ1;1281;01/09/2015
NLZ1;1281;24/07/2017
TRMT;1281;01/09/2015
USA1;1281;08/07/2016
VRMT;1281;01/09/2015
WRMT;1281;01/09/2015
BEZ1;1284;15/11/2010
BM1;1284;15/11/2010
BM2;1284;15/11/2010
BM3;1284;15/11/2010
FI1;1284;15/11/2010
USA1;1284;08/07/2016
ATZ2;1289;15/11/2010
BEZ1;1289;15/11/2010
BM1;1289;15/11/2010
BM2;1289;15/11/2010
BM3;1289;15/11/2010
ESM1;1289;07/02/2018
FI1;1289;15/11/2010
HEUR;1289;15/11/2010
LUZ1;1289;15/11/2010
NLZ1;1289;24/07/2017
TRMT;1289;15/11/2010
USA1;1289;08/07/2016
VRMT;1289;15/11/2010
WRMT;1289;15/11/2010
ATZ2;1301;01/09/2015
BEZ1;1301;01/09/2015
BM1;1301;01/09/2015
BM2;1301;01/09/2015
BM3;1301;01/09/2015
ESM1;1301;07/02/2018
ESV1;1301;05/02/2018
FI1;1301;01/09/2015
HEUR;1301;01/09/2015
LUZ1;1301;01/09/2015
NLZ1;1301;24/07/2017
TRMT;1301;01/09/2015
USA1;1301;08/07/2016
VRMT;1301;01/09/2015
WRMT;1301;01/09/2015
ATZ2;1302;01/09/2015
BEZ1;1302;01/09/2015
BM1;1302;01/09/2015
BM2;1302;01/09/2015
BM3;1302;01/09/2015
ESM1;1302;07/02/2018
ESV1;1302;05/02/2018
FI1;1302;01/09/2015
HEUR;1302;01/09/2015
LUZ1;1302;01/09/2015
NLZ1;1302;24/07/2017
TRMT;1302;01/09/2015
USA1;1302;08/07/2016
VRMT;1302;01/09/2015
WRMT;1302;01/09/2015
ATZ2;1303;01/09/2015
BEZ1;1303;01/09/2015
BM1;1303;01/09/2015
BM2;1303;01/09/2015
BM3;1303;01/09/2015
ESM1;1303;07/02/2018
ESV1;1303;05/02/2018
FI1;1303;01/09/2015
HEUR;1303;01/09/2015
LUZ1;1303;01/09/2015
NLZ1;1303;24/07/2017
TRMT;1303;01/09/2015
USA1;1303;08/07/2016
VRMT;1303;01/09/2015
WRMT;1303;01/09/2015
ATZ2;1304;01/09/2015
BEZ1;1304;01/09/2015
BM1;1304;01/09/2015
BM2;1304;01/09/2015
BM3;1304;01/09/2015
ESM1;1304;07/02/2018
ESV1;1304;05/02/2018
FI1;1304;01/09/2015
HEUR;1304;01/09/2015
LUZ1;1304;01/09/2015
NLZ1;1304;24/07/2017
TRMT;1304;01/09/2015
USA1;1304;08/07/2016
VRMT;1304;01/09/2015
WRMT;1304;01/09/2015
ATZ2;1305;01/09/2015
