Group;Code;Valid From
ESM1;1930;07/02/2018
ESV1;1930;05/02/2018
FI1;1930;01/09/2015
HEUR;1930;01/09/2015
LUZ1;1930;01/09/2015
NLZ1;1930;24/07/2017
TRMT;1930;01/09/2015
USA1;1930;08/07/2016
VRMT;1930;01/09/2015
WRMT;1930;01/09/2015
ATZ2;1931;01/09/2015
BEZ1;1931;01/09/2015
BM1;1931;01/09/2015
BM2;1931;01/09/2015
BM3;1931;01/09/2015
ESM1;1931;07/02/2018
ESV1;1931;05/02/2018
FI1;1931;01/09/2015
HEUR;1931;01/09/2015
LUZ1;1931;01/09/2015
NLZ1;1931;24/07/2017
TRMT;1931;01/09/2015
USA1;1931;08/07/2016
VRMT;1931;01/09/2015
WRMT;1931;01/09/2015
ATZ2;1936;01/09/2015
BEZ1;1936;01/09/2015
BM1;1936;01/09/2015
BM2;1936;01/09/2015
BM3;1936;01/09/2015
ESM1;1936;07/02/2018
ESV1;1936;05/02/2018
FI1;1936;01/09/2015
HEUR;1936;01/09/2015
LUZ1;1936;01/09/2015
NLZ1;1936;24/07/2017
TRMT;1936;01/09/2015
USA1;1936;08/07/2016
VRMT;1936;01/09/2015
WRMT;1936;01/09/2015
ATZ2;1937;01/09/2015
BEZ1;1937;01/09/2015
BM1;1937;01/09/2015
BM2;1937;01/09/2015
BM3;1937;01/09/2015
ESM1;1937;07/02/2018
ESV1;1937;05/02/2018
FI1;1937;01/09/2015
HEUR;1937;01/09/2015
LUZ1;1937;01/09/2015
NLZ1;1937;24/07/2017
TRMT;1937;01/09/2015
USA1;1937;08/07/2016
VRMT;1937;01/09/2015
WRMT;1937;01/09/2015
ATZ2;1938;01/09/2015
BEZ1;1938;01/09/2015
BM1;1938;01/09/2015
BM2;1938;01/09/2015
BM3;1938;01/09/2015
ESM1;1938;07/02/2018
ESV1;1938;05/02/2018
FI1;1938;01/09/2015
HEUR;1938;01/09/2015
LUZ1;1938;01/09/2015
NLZ1;1938;24/07/2017
TRMT;1938;01/09/2015
USA1;1938;08/07/2016
VRMT;1938;01/09/2015
WRMT;1938;01/09/2015
ATZ1;1939;14/04/2018
BEZ1;1939;15/11/2010
BM1;1939;15/11/2010
BM2;1939;15/11/2010
BM3;1939;15/11/2010
ESM1;1939;07/02/2018
ESV1;1939;05/02/2018
FI1;1939;15/11/2010
HZNB;1939;15/11/2010
LUZ1;1939;15/11/2010
NLZ1;1939;24/07/2017
TRMT;1939;15/11/2010
USA1;1939;08/07/2016
VRMT;1939;15/11/2010
WRMT;1939;15/11/2010
ATZ2;1940;01/09/2015
BEZ1;1940;01/09/2015
BM1;1940;01/09/2015
BM2;1940;01/09/2015
BM3;1940;01/09/2015
ESM1;1940;07/02/2018
ESV1;1940;05/02/2018
FI1;1940;01/09/2015
HEUR;1940;01/09/2015
LUZ1;1940;01/09/2015
NLZ1;1940;24/07/2017
TRMT;1940;01/09/2015
USA1;1940;08/07/2016
VRMT;1940;01/09/2015
WRMT;1940;01/09/2015
ATZ2;1941;01/09/2015
BEZ1;1941;01/09/2015
BM1;1941;01/09/2015
BM2;1941;01/09/2015
BM3;1941;01/09/2015
ESM1;1941;07/02/2018
ESV1;1941;05/02/2018
FI1;1941;01/09/2015
HEUR;1941;01/09/2015
LUZ1;1941;01/09/2015
NLZ1;1941;24/07/2017
TRMT;1941;01/09/2015
USA1;1941;08/07/2016
VRMT;1941;01/09/2015
WRMT;1941;01/09/2015
ATZ2;1947;01/09/2015
BEZ1;1947;01/09/2015
BM1;1947;01/09/2015
BM2;1947;01/09/2015
BM3;1947;01/09/2015
ESM1;1947;07/02/2018
ESV1;1947;05/02/2018
FI1;1947;01/09/2015
HEUR;1947;01/09/2015
LUZ1;1947;01/09/2015
NLZ1;1947;24/07/2017
TRMT;1947;01/09/2015
USA1;1947;08/07/2016
VRMT;1947;01/09/2015
WRMT;1947;01/09/2015
ATZ2;1949;01/09/2015
BEZ1;1949;01/09/2015
BM1;1949;01/09/2015
BM2;1949;01/09/2015
BM3;1949;01/09/2015
ESM1;1949;07/02/2018
ESV1;1949;05/02/2018
FI1;1949;01/09/2015
HEUR;1949;01/09/2015
LUZ1;1949;01/09/2015
NLZ1;1949;24/07/2017
TRMT;1949;01/09/2015
USA1;1949;08/07/2016
VRMT;1949;01/09/2015
WRMT;1949;01/09/2015
ATZ2;1951;01/09/2015
BEZ1;1951;01/09/2015
BM1;1951;01/09/2015
BM2;1951;01/09/2015
BM3;1951;01/09/2015
ESM1;1951;07/02/2018
ESV1;1951;05/02/2018
FI1;1951;01/09/2015
HEUR;1951;01/09/2015
LUZ1;1951;01/09/2015
NLZ1;1951;24/07/2017
TRMT;1951;01/09/2015
USA1;1951;08/07/2016
VRMT;1951;01/09/2015
WRMT;1951;01/09/2015
ATZ2;1952;01/09/2015
BEZ1;1952;01/09/2015
BM1;1952;01/09/2015
BM2;1952;01/09/2015
BM3;1952;01/09/2015
ESM1;1952;07/02/2018
ESV1;1952;05/02/2018
FI1;1952;01/09/2015
HEUR;1952;01/09/2015
LUZ1;1952;01/09/2015
NLZ1;1952;24/07/2017
TRMT;1952;01/09/2015
USA1;1952;08/07/2016
VRMT;1952;01/09/2015
WRMT;1952;01/09/2015
ATZ2;1954;01/09/2015
BEZ1;1954;01/09/2015
BM1;1954;01/09/2015
BM2;1954;01/09/2015
BM3;1954;01/09/2015
ESM1;1954;07/02/2018
ESV1;1954;05/02/2018
FI1;1954;01/09/2015
HEUR;1954;01/09/2015
LUZ1;1954;01/09/2015
NLZ1;1954;24/07/2017
TRMT;1954;01/09/2015
USA1;1954;08/07/2016
VRMT;1954;01/09/2015
WRMT;1954;01/09/2015
ATZ2;1956;01/09/2015
BEZ1;1956;01/09/2015
BM1;1956;01/09/2015
BM2;1956;01/09/2015
BM3;1956;01/09/2015
ESM1;1956;07/02/2018
ESV1;1956;05/02/2018
FI1;1956;01/09/2015
HEUR;1956;01/09/2015
LUZ1;1956;01/09/2015
NLZ1;1956;24/07/2017
TRMT;1956;01/09/2015
USA1;1956;08/07/2016
VRMT;1956;01/09/2015
WRMT;1956;01/09/2015
ATZ2;1959;01/09/2015
BEZ1;1959;01/09/2015
BM1;1959;01/09/2015
BM2;1959;01/09/2015
BM3;1959;01/09/2015
ESM1;1959;07/02/2018
ESV1;1959;05/02/2018
FI1;1959;01/09/2015
HEUR;1959;01/09/2015
LUZ1;1959;01/09/2015
NLZ1;1959;24/07/2017
TRMT;1959;01/09/2015
USA1;1959;08/07/2016
VRMT;1959;01/09/2015
WRMT;1959;01/09/2015
ATZ2;1970;01/09/2015
BEZ1;1970;01/09/2015
BM1;1970;01/09/2015
BM2;1970;01/09/2015
BM3;1970;01/09/2015
ESM1;1970;07/02/2018
ESV1;1970;05/02/2018
FI1;1970;01/09/2015
HEUR;1970;01/09/2015
LUZ1;1970;01/09/2015
NLZ1;1970;24/07/2017
TRMT;1970;01/09/2015
USA1;1970;08/07/2016
VRMT;1970;01/09/2015
WRMT;1970;01/09/2015
ATZ2;1971;01/09/2015
BEZ1;1971;01/09/2015
BM1;1971;01/09/2015
BM2;1971;01/09/2015
BM3;1971;01/09/2015
ESM1;1971;07/02/2018
ESV1;1971;05/02/2018
FI1;1971;01/09/2015
HEUR;1971;01/09/2015
LUZ1;1971;01/09/2015
NLZ1;1971;24/07/2017
TRMT;1971;01/09/2015
USA1;1971;08/07/2016
VRMT;1971;01/09/2015
WRMT;1971;01/09/2015
ATZ2;1972;01/09/2015
BEZ1;1972;01/09/2015
BM1;1972;01/09/2015
BM2;1972;01/09/2015
BM3;1972;01/09/2015
ESM1;1972;07/02/2018
ESV1;1972;05/02/2018
FI1;1972;01/09/2015
HEUR;1972;01/09/2015
LUZ1;1972;01/09/2015
NLZ1;1972;24/07/2017
TRMT;1972;01/09/2015
USA1;1972;08/07/2016
VRMT;1972;01/09/2015
WRMT;1972;01/09/2015
ATZ2;1973;01/09/2015
BEZ1;1973;01/09/2015
BM1;1973;01/09/2015
BM2;1973;01/09/2015
BM3;1973;01/09/2015
ESM1;1973;07/02/2018
ESV1;1973;05/02/2018
FI1;1973;01/09/2015
HEUR;1973;01/09/2015
LUZ1;1973;01/09/2015
NLZ1;1973;24/07/2017
TRMT;1973;01/09/2015
USA1;1973;08/07/2016
VRMT;1973;01/09/2015
WRMT;1973;01/09/2015
ATZ2;1978;01/09/2015
BEZ1;1978;01/09/2015
BM1;1978;01/09/2015
BM2;1978;01/09/2015
BM3;1978;01/09/2015
ESM1;1978;07/02/2018
ESV1;1978;05/02/2018
FI1;1978;01/09/2015
HEUR;1978;01/09/2015
LUZ1;1978;01/09/2015
NLZ1;1978;24/07/2017
TRMT;1978;01/09/2015
USA1;1978;08/07/2016
VRMT;1978;01/09/2015
WRMT;1978;01/09/2015
ATZ2;1979;01/09/2015
BEZ1;1979;01/09/2015
BM1;1979;01/09/2015
BM2;1979;01/09/2015
BM3;1979;01/09/2015
ESM1;1979;07/02/2018
ESV1;1979;05/02/2018
FI1;1979;01/09/2015
HEUR;1979;01/09/2015
LUZ1;1979;01/09/2015
NLZ1;1979;24/07/2017
TRMT;1979;01/09/2015
USA1;1979;08/07/2016
VRMT;1979;01/09/2015
WRMT;1979;01/09/2015
ATZ2;1980;01/09/2015
BEZ1;1980;01/09/2015
BM1;1980;01/09/2015
BM2;1980;01/09/2015
BM3;1980;01/09/2015
ESM1;1980;07/02/2018
ESV1;1980;05/02/2018
FI1;1980;01/09/2015
HEUR;1980;01/09/2015
LUZ1;1980;01/09/2015
NLZ1;1980;24/07/2017
TRMT;1980;01/09/2015
USA1;1980;08/07/2016
VRMT;1980;01/09/2015
WRMT;1980;01/09/2015
ATZ2;1984;01/09/2015
BEZ1;1984;01/09/2015
BM1;1984;01/09/2015
BM2;1984;01/09/2015
BM3;1984;01/09/2015
ESM1;1984;07/02/2018
ESV1;1984;05/02/2018
FI1;1984;01/09/2015
HEUR;1984;01/09/2015
LUZ1;1984;01/09/2015
NLZ1;1984;24/07/2017
TRMT;1984;01/09/2015
USA1;1984;08/07/2016
VRMT;1984;01/09/2015
WRMT;1984;01/09/2015
ATZ2;1985;01/09/2015
BEZ1;1985;01/09/2015
BM1;1985;01/09/2015
BM2;1985;01/09/2015
BM3;1985;01/09/2015
ESM1;1985;07/02/2018
ESV1;1985;05/02/2018
FI1;1985;01/09/2015
HEUR;1985;01/09/2015
LUZ1;1985;01/09/2015
NLZ1;1985;24/07/2017
TRMT;1985;01/09/2015
USA1;1985;08/07/2016
VRMT;1985;01/09/2015
WRMT;1985;01/09/2015
ATZ2;1989;01/09/2015
BEZ1;1989;01/09/2015
BM1;1989;01/09/2015
BM2;1989;01/09/2015
BM3;1989;01/09/2015
ESM1;1989;07/02/2018
ESV1;1989;05/02/2018
FI1;1989;01/09/2015
HEUR;1989;01/09/2015
LUZ1;1989;01/09/2015
NLZ1;1989;24/07/2017
TRMT;1989;01/09/2015
USA1;1989;08/07/2016
VRMT;1989;01/09/2015
WRMT;1989;01/09/2015
CH2;4178;18/10/2017
ITZ1;4178;15/11/2010
ITZ1;4179;01/09/2013
ESV2;7700;05/02/2018
TIAC;7700;25/08/2016
ESV2;7701;05/02/2018
TIAC;7701;25/08/2016
ESV2;7702;05/02/2018
TIAC;7702;25/08/2016
ESV2;7705;05/02/2018
TIAC;7705;25/08/2016
ESV2;7707;05/02/2018
TIAC;7707;25/08/2016
ESV2;7708;05/02/2018
TIAC;7708;25/08/2016
ESV2;7747;05/02/2018
TIAC;7747;25/08/2016
ESV2;7771;05/02/2018
TIAC;7771;25/08/2016
ESV2;7775;05/02/2018
TIAC;7775;25/08/2016
ESV2;7776;05/02/2018
TIAC;7776;25/08/2016
ESV2;7777;05/02/2018
TIAC;7777;25/08/2016
ESV2;7778;05/02/2018
TIAC;7778;25/08/2016
ITZ1;41754;01/08/2014
CH3;41760;18/10/2017
CH3;41761;18/10/2017
CH3;41762;18/10/2017
CH3;41763;18/10/2017
CH3;41764;18/10/2017
CH3;41765;18/10/2017
CH3;41766;18/10/2017
CH3;41767;18/10/2017
CH3;41768;18/10/2017
CH3;41772;18/10/2017
ITZ1;41774;15/11/2010
ITZ1;41775;15/11/2010
ESV2;77272;05/02/2018
ESV2;77273;05/02/2018
ESV3;97022;05/02/2018
ESV3;97042;05/02/2018
ESV3;97056;05/02/2018
ESV3;97059;05/02/2018
ESV3;97082;05/02/2018
ESV3;97092;05/02/2018
CH3;417690;18/10/2017
CH3;417691;18/10/2017
CH3;417692;18/10/2017
CH3;417693;18/10/2017
CH3;417694;18/10/2017
CH3;417695;18/10/2017
CH3;417696;18/10/2017
CH3;417697;18/10/2017
ITZ1;417700;02/07/2012
ITZ1;417701;01/08/2014
ITZ1;417702;16/06/2014
CH3;417731;18/10/2017
ESV3;970056;05/02/2018
ESV3;970059;05/02/2018
ESM1;1205472;07/02/2018
ESM1;1205622;07/02/2018
ESM1;1205893;07/02/2018
ESM1;1207439;07/02/2018
ESM1;1207513;07/02/2018
ESM1;1250232;07/02/2018
ESM1;1250233;07/02/2018
ESM1;1250234;07/02/2018
ESM1;1250235;07/02/2018
ESM1;1250237;07/02/2018
ESM1;1250239;07/02/2018
ESM1;1250471;07/02/2018
ESM1;1250500;07/02/2018
ESM1;1250771;07/02/2018
ESM1;1250772;07/02/2018
ESM1;1250773;07/02/2018
ESM1;1250774;07/02/2018
ESM1;1250775;07/02/2018
ESM1;1250776;07/02/2018
ESM1;1250779;07/02/2018
ESM1;1256728;07/02/2018
ESM1;1270400;07/02/2018
ESM1;1308344;07/02/2018
ESM1;1319279;07/02/2018
ESM1;1334385;07/02/2018
ESM1;1336381;07/02/2018
ESM1;1402237;07/02/2018
ESM1;1417452;07/02/2018
ESM1;1435855;07/02/2018
ESM1;1517417;07/02/2018
ESM1;1580593;07/02/2018
ESM1;1580661;07/02/2018
ESM1;1605475;07/02/2018
ESM1;1605715;07/02/2018
ESM1;1660337;07/02/2018
ESM1;1660388;07/02/2018
ESM1;1660425;07/02/2018
ESM1;1660458;07/02/2018
ESM1;1660499;07/02/2018
ESM1;1660565;07/02/2018
ESM1;1660584;07/02/2018
ESM1;1660725;07/02/2018
ESM1;1660744;07/02/2018
ESM1;1660748;07/02/2018
ESM1;1660834;07/02/2018
ESM1;1712429;07/02/2018
ESM1;1712432;07/02/2018
ESM1;1712451;07/02/2018
ESM1;1712775;07/02/2018
ESM1;1724722;07/02/2018
ESM1;1785726;07/02/2018
ESM1;1812836;07/02/2018
ESM1;1816528;07/02/2018
ESM1;1816862;07/02/2018
ESM1;1907223;07/02/2018
ESM1;1907227;07/02/2018
ESM1;1907229;07/02/2018
ESM1;1907230;07/02/2018
ESM1;1907240;07/02/2018
ESM1;1907246;07/02/2018
ESM1;1907250;07/02/2018
ESM1;1907253;07/02/2018
ESM1;1907259;07/02/2018
ESM1;1907301;07/02/2018
ESM1;1907305;07/02/2018
ESM1;1907306;07/02/2018
ESM1;1907314;07/02/2018
ESM1;1907317;07/02/2018
ESM1;1907320;07/02/2018
ESM1;1907350;07/02/2018
ESM1;1907351;07/02/2018
ESM1;1907360;07/02/2018
ESM1;1907383;07/02/2018
ESM1;1907389;07/02/2018
ESM1;1907392;07/02/2018
ESM1;1907401;07/02/2018
ESM1;1907404;07/02/2018
ESM1;1907429;07/02/2018
ESM1;1907439;07/02/2018
ESM1;1907442;07/02/2018
ESM1;1907443;07/02/2018
ESM1;1907453;07/02/2018
ESM1;1907505;07/02/2018
ESM1;1907518;07/02/2018
ESM1;1907547;07/02/2018
ESM1;1907571;07/02/2018
ESM1;1907581;07/02/2018
ESM1;1907595;07/02/2018
ESM1;1907602;07/02/2018
ESM1;1907612;07/02/2018
ESM1;1907632;07/02/2018
ESM1;1907642;07/02/2018
ESM1;1907659;07/02/2018
ESM1;1907662;07/02/2018
ESM1;1907670;07/02/2018
ESM1;1907766;07/02/2018
ESM1;1907767;07/02/2018
ESM1;1907772;07/02/2018
ESM1;1907826;07/02/2018
ESM1;1907830;07/02/2018
ESM1;1907842;07/02/2018
ESM1;1907852;07/02/2018
ESM1;1907874;07/02/2018
ESM1;1907878;07/02/2018
ESM1;1907883;07/02/2018
ESM1;1907903;07/02/2018
ESM1;1907943;07/02/2018
ESM1;1907947;07/02/2018
ESM1;1907952;07/02/2018
ESM1;1907983;07/02/2018
ESM1;1910652;07/02/2018
ESM1;1913757;07/02/2018
ESM1;1918966;07/02/2018
CH2;4186078;18/10/2017
ITZ1;4186078;01/08/2014
ITZ1;4186079;01/08/2014
ESV2;7788002;05/02/2018
ESM1;16136592;07/02/2018
ITZ1;41860754;01/08/2014
CH3;41860760;18/10/2017
CH3;41860761;18/10/2017
CH3;41860762;18/10/2017
CH3;41860763;18/10/2017
CH3;41860764;18/10/2017
CH3;41860765;18/10/2017
CH3;41860766;18/10/2017
CH3;41860767;18/10/2017
CH3;41860768;18/10/2017
CH3;41860772;18/10/2017
ITZ1;41860774;15/11/2010
ITZ1;41860775;15/11/2010
CH3;418607690;18/10/2017
CH3;418607691;18/10/2017
CH3;418607692;18/10/2017
CH3;418607693;18/10/2017
CH3;418607694;18/10/2017
CH3;418607695;18/10/2017
CH3;418607696;18/10/2017
CH3;418607697;18/10/2017
ITZ1;418607700;02/07/2012
ITZ1;418607701;01/08/2014
ITZ1;418607702;16/06/2014
CH3;418607731;18/10/2017
AL1;NO_CODE;04/01/2017
DEZ1;NO_CODE;05/02/2016
GWN;NO_CODE;11/01/2016
NOCL;NO_CODE;14/02/2017
SERB;NO_CODE;19/08/2014
TIAC;NO_CODE;25/08/2016
WIAC;NO_CODE;04/01/2017
